seq_imag,name,imag_path,gtim_path,json_path,train_test_val
151,bremen_000216_000019,fullImages\bremen_000216_000019_leftImg8bit.png,fullImages\bremen_000216_000019_gtFine_labelIds.png,fullImages\bremen_000216_000019_gtFine_polygons.json,test
152,bremen_000219_000019,fullImages\bremen_000219_000019_leftImg8bit.png,fullImages\bremen_000219_000019_gtFine_labelIds.png,fullImages\bremen_000219_000019_gtFine_polygons.json,train
153,bremen_000220_000019,fullImages\bremen_000220_000019_leftImg8bit.png,fullImages\bremen_000220_000019_gtFine_labelIds.png,fullImages\bremen_000220_000019_gtFine_polygons.json,train
154,bremen_000222_000019,fullImages\bremen_000222_000019_leftImg8bit.png,fullImages\bremen_000222_000019_gtFine_labelIds.png,fullImages\bremen_000222_000019_gtFine_polygons.json,train
155,bremen_000223_000019,fullImages\bremen_000223_000019_leftImg8bit.png,fullImages\bremen_000223_000019_gtFine_labelIds.png,fullImages\bremen_000223_000019_gtFine_polygons.json,test
156,bremen_000224_000019,fullImages\bremen_000224_000019_leftImg8bit.png,fullImages\bremen_000224_000019_gtFine_labelIds.png,fullImages\bremen_000224_000019_gtFine_polygons.json,test
157,bremen_000229_000019,fullImages\bremen_000229_000019_leftImg8bit.png,fullImages\bremen_000229_000019_gtFine_labelIds.png,fullImages\bremen_000229_000019_gtFine_polygons.json,train
158,bremen_000230_000019,fullImages\bremen_000230_000019_leftImg8bit.png,fullImages\bremen_000230_000019_gtFine_labelIds.png,fullImages\bremen_000230_000019_gtFine_polygons.json,train
159,bremen_000231_000019,fullImages\bremen_000231_000019_leftImg8bit.png,fullImages\bremen_000231_000019_gtFine_labelIds.png,fullImages\bremen_000231_000019_gtFine_polygons.json,train
160,bremen_000232_000019,fullImages\bremen_000232_000019_leftImg8bit.png,fullImages\bremen_000232_000019_gtFine_labelIds.png,fullImages\bremen_000232_000019_gtFine_polygons.json,train
161,bremen_000239_000019,fullImages\bremen_000239_000019_leftImg8bit.png,fullImages\bremen_000239_000019_gtFine_labelIds.png,fullImages\bremen_000239_000019_gtFine_polygons.json,train
162,bremen_000245_000019,fullImages\bremen_000245_000019_leftImg8bit.png,fullImages\bremen_000245_000019_gtFine_labelIds.png,fullImages\bremen_000245_000019_gtFine_polygons.json,train
163,bremen_000251_000019,fullImages\bremen_000251_000019_leftImg8bit.png,fullImages\bremen_000251_000019_gtFine_labelIds.png,fullImages\bremen_000251_000019_gtFine_polygons.json,test
164,bremen_000254_000019,fullImages\bremen_000254_000019_leftImg8bit.png,fullImages\bremen_000254_000019_gtFine_labelIds.png,fullImages\bremen_000254_000019_gtFine_polygons.json,validation
165,bremen_000255_000019,fullImages\bremen_000255_000019_leftImg8bit.png,fullImages\bremen_000255_000019_gtFine_labelIds.png,fullImages\bremen_000255_000019_gtFine_polygons.json,test
166,bremen_000256_000019,fullImages\bremen_000256_000019_leftImg8bit.png,fullImages\bremen_000256_000019_gtFine_labelIds.png,fullImages\bremen_000256_000019_gtFine_polygons.json,train
167,bremen_000257_000019,fullImages\bremen_000257_000019_leftImg8bit.png,fullImages\bremen_000257_000019_gtFine_labelIds.png,fullImages\bremen_000257_000019_gtFine_polygons.json,train
168,bremen_000265_000019,fullImages\bremen_000265_000019_leftImg8bit.png,fullImages\bremen_000265_000019_gtFine_labelIds.png,fullImages\bremen_000265_000019_gtFine_polygons.json,train
169,bremen_000266_000019,fullImages\bremen_000266_000019_leftImg8bit.png,fullImages\bremen_000266_000019_gtFine_labelIds.png,fullImages\bremen_000266_000019_gtFine_polygons.json,train
170,bremen_000269_000019,fullImages\bremen_000269_000019_leftImg8bit.png,fullImages\bremen_000269_000019_gtFine_labelIds.png,fullImages\bremen_000269_000019_gtFine_polygons.json,train
171,bremen_000286_000019,fullImages\bremen_000286_000019_leftImg8bit.png,fullImages\bremen_000286_000019_gtFine_labelIds.png,fullImages\bremen_000286_000019_gtFine_polygons.json,train
172,bremen_000288_000019,fullImages\bremen_000288_000019_leftImg8bit.png,fullImages\bremen_000288_000019_gtFine_labelIds.png,fullImages\bremen_000288_000019_gtFine_polygons.json,train
173,bremen_000289_000019,fullImages\bremen_000289_000019_leftImg8bit.png,fullImages\bremen_000289_000019_gtFine_labelIds.png,fullImages\bremen_000289_000019_gtFine_polygons.json,train
174,bremen_000290_000019,fullImages\bremen_000290_000019_leftImg8bit.png,fullImages\bremen_000290_000019_gtFine_labelIds.png,fullImages\bremen_000290_000019_gtFine_polygons.json,train
175,bremen_000292_000019,fullImages\bremen_000292_000019_leftImg8bit.png,fullImages\bremen_000292_000019_gtFine_labelIds.png,fullImages\bremen_000292_000019_gtFine_polygons.json,train
176,bremen_000296_000019,fullImages\bremen_000296_000019_leftImg8bit.png,fullImages\bremen_000296_000019_gtFine_labelIds.png,fullImages\bremen_000296_000019_gtFine_polygons.json,train
177,bremen_000298_000019,fullImages\bremen_000298_000019_leftImg8bit.png,fullImages\bremen_000298_000019_gtFine_labelIds.png,fullImages\bremen_000298_000019_gtFine_polygons.json,test
178,bremen_000304_000019,fullImages\bremen_000304_000019_leftImg8bit.png,fullImages\bremen_000304_000019_gtFine_labelIds.png,fullImages\bremen_000304_000019_gtFine_polygons.json,train
179,bremen_000305_000019,fullImages\bremen_000305_000019_leftImg8bit.png,fullImages\bremen_000305_000019_gtFine_labelIds.png,fullImages\bremen_000305_000019_gtFine_polygons.json,train
180,bremen_000307_000019,fullImages\bremen_000307_000019_leftImg8bit.png,fullImages\bremen_000307_000019_gtFine_labelIds.png,fullImages\bremen_000307_000019_gtFine_polygons.json,train
181,bremen_000308_000019,fullImages\bremen_000308_000019_leftImg8bit.png,fullImages\bremen_000308_000019_gtFine_labelIds.png,fullImages\bremen_000308_000019_gtFine_polygons.json,train
182,bremen_000309_000019,fullImages\bremen_000309_000019_leftImg8bit.png,fullImages\bremen_000309_000019_gtFine_labelIds.png,fullImages\bremen_000309_000019_gtFine_polygons.json,train
183,bremen_000310_000019,fullImages\bremen_000310_000019_leftImg8bit.png,fullImages\bremen_000310_000019_gtFine_labelIds.png,fullImages\bremen_000310_000019_gtFine_polygons.json,train
184,bremen_000311_000019,fullImages\bremen_000311_000019_leftImg8bit.png,fullImages\bremen_000311_000019_gtFine_labelIds.png,fullImages\bremen_000311_000019_gtFine_polygons.json,test
185,bremen_000312_000019,fullImages\bremen_000312_000019_leftImg8bit.png,fullImages\bremen_000312_000019_gtFine_labelIds.png,fullImages\bremen_000312_000019_gtFine_polygons.json,train
186,bremen_000313_000019,fullImages\bremen_000313_000019_leftImg8bit.png,fullImages\bremen_000313_000019_gtFine_labelIds.png,fullImages\bremen_000313_000019_gtFine_polygons.json,train
187,bremen_000314_000019,fullImages\bremen_000314_000019_leftImg8bit.png,fullImages\bremen_000314_000019_gtFine_labelIds.png,fullImages\bremen_000314_000019_gtFine_polygons.json,train
188,darmstadt_000002_000019,fullImages\darmstadt_000002_000019_leftImg8bit.png,fullImages\darmstadt_000002_000019_gtFine_labelIds.png,fullImages\darmstadt_000002_000019_gtFine_polygons.json,train
189,darmstadt_000003_000019,fullImages\darmstadt_000003_000019_leftImg8bit.png,fullImages\darmstadt_000003_000019_gtFine_labelIds.png,fullImages\darmstadt_000003_000019_gtFine_polygons.json,train
190,darmstadt_000005_000019,fullImages\darmstadt_000005_000019_leftImg8bit.png,fullImages\darmstadt_000005_000019_gtFine_labelIds.png,fullImages\darmstadt_000005_000019_gtFine_polygons.json,train
191,darmstadt_000006_000019,fullImages\darmstadt_000006_000019_leftImg8bit.png,fullImages\darmstadt_000006_000019_gtFine_labelIds.png,fullImages\darmstadt_000006_000019_gtFine_polygons.json,train
192,darmstadt_000008_000019,fullImages\darmstadt_000008_000019_leftImg8bit.png,fullImages\darmstadt_000008_000019_gtFine_labelIds.png,fullImages\darmstadt_000008_000019_gtFine_polygons.json,train
193,darmstadt_000009_000019,fullImages\darmstadt_000009_000019_leftImg8bit.png,fullImages\darmstadt_000009_000019_gtFine_labelIds.png,fullImages\darmstadt_000009_000019_gtFine_polygons.json,test
194,darmstadt_000010_000019,fullImages\darmstadt_000010_000019_leftImg8bit.png,fullImages\darmstadt_000010_000019_gtFine_labelIds.png,fullImages\darmstadt_000010_000019_gtFine_polygons.json,train
195,darmstadt_000012_000019,fullImages\darmstadt_000012_000019_leftImg8bit.png,fullImages\darmstadt_000012_000019_gtFine_labelIds.png,fullImages\darmstadt_000012_000019_gtFine_polygons.json,train
196,darmstadt_000016_000019,fullImages\darmstadt_000016_000019_leftImg8bit.png,fullImages\darmstadt_000016_000019_gtFine_labelIds.png,fullImages\darmstadt_000016_000019_gtFine_polygons.json,train
197,darmstadt_000017_000019,fullImages\darmstadt_000017_000019_leftImg8bit.png,fullImages\darmstadt_000017_000019_gtFine_labelIds.png,fullImages\darmstadt_000017_000019_gtFine_polygons.json,train
198,darmstadt_000018_000019,fullImages\darmstadt_000018_000019_leftImg8bit.png,fullImages\darmstadt_000018_000019_gtFine_labelIds.png,fullImages\darmstadt_000018_000019_gtFine_polygons.json,train
199,darmstadt_000027_000019,fullImages\darmstadt_000027_000019_leftImg8bit.png,fullImages\darmstadt_000027_000019_gtFine_labelIds.png,fullImages\darmstadt_000027_000019_gtFine_polygons.json,train
200,darmstadt_000029_000019,fullImages\darmstadt_000029_000019_leftImg8bit.png,fullImages\darmstadt_000029_000019_gtFine_labelIds.png,fullImages\darmstadt_000029_000019_gtFine_polygons.json,train
201,darmstadt_000030_000019,fullImages\darmstadt_000030_000019_leftImg8bit.png,fullImages\darmstadt_000030_000019_gtFine_labelIds.png,fullImages\darmstadt_000030_000019_gtFine_polygons.json,train
202,darmstadt_000032_000019,fullImages\darmstadt_000032_000019_leftImg8bit.png,fullImages\darmstadt_000032_000019_gtFine_labelIds.png,fullImages\darmstadt_000032_000019_gtFine_polygons.json,train
203,darmstadt_000033_000019,fullImages\darmstadt_000033_000019_leftImg8bit.png,fullImages\darmstadt_000033_000019_gtFine_labelIds.png,fullImages\darmstadt_000033_000019_gtFine_polygons.json,train
204,darmstadt_000034_000019,fullImages\darmstadt_000034_000019_leftImg8bit.png,fullImages\darmstadt_000034_000019_gtFine_labelIds.png,fullImages\darmstadt_000034_000019_gtFine_polygons.json,train
205,darmstadt_000035_000019,fullImages\darmstadt_000035_000019_leftImg8bit.png,fullImages\darmstadt_000035_000019_gtFine_labelIds.png,fullImages\darmstadt_000035_000019_gtFine_polygons.json,train
206,darmstadt_000038_000019,fullImages\darmstadt_000038_000019_leftImg8bit.png,fullImages\darmstadt_000038_000019_gtFine_labelIds.png,fullImages\darmstadt_000038_000019_gtFine_polygons.json,train
207,darmstadt_000040_000019,fullImages\darmstadt_000040_000019_leftImg8bit.png,fullImages\darmstadt_000040_000019_gtFine_labelIds.png,fullImages\darmstadt_000040_000019_gtFine_polygons.json,train
208,darmstadt_000041_000019,fullImages\darmstadt_000041_000019_leftImg8bit.png,fullImages\darmstadt_000041_000019_gtFine_labelIds.png,fullImages\darmstadt_000041_000019_gtFine_polygons.json,train
209,darmstadt_000043_000019,fullImages\darmstadt_000043_000019_leftImg8bit.png,fullImages\darmstadt_000043_000019_gtFine_labelIds.png,fullImages\darmstadt_000043_000019_gtFine_polygons.json,test
210,darmstadt_000046_000019,fullImages\darmstadt_000046_000019_leftImg8bit.png,fullImages\darmstadt_000046_000019_gtFine_labelIds.png,fullImages\darmstadt_000046_000019_gtFine_polygons.json,validation
211,darmstadt_000048_000019,fullImages\darmstadt_000048_000019_leftImg8bit.png,fullImages\darmstadt_000048_000019_gtFine_labelIds.png,fullImages\darmstadt_000048_000019_gtFine_polygons.json,train
212,darmstadt_000049_000019,fullImages\darmstadt_000049_000019_leftImg8bit.png,fullImages\darmstadt_000049_000019_gtFine_labelIds.png,fullImages\darmstadt_000049_000019_gtFine_polygons.json,train
213,darmstadt_000053_000019,fullImages\darmstadt_000053_000019_leftImg8bit.png,fullImages\darmstadt_000053_000019_gtFine_labelIds.png,fullImages\darmstadt_000053_000019_gtFine_polygons.json,train
214,darmstadt_000058_000019,fullImages\darmstadt_000058_000019_leftImg8bit.png,fullImages\darmstadt_000058_000019_gtFine_labelIds.png,fullImages\darmstadt_000058_000019_gtFine_polygons.json,train
215,darmstadt_000070_000019,fullImages\darmstadt_000070_000019_leftImg8bit.png,fullImages\darmstadt_000070_000019_gtFine_labelIds.png,fullImages\darmstadt_000070_000019_gtFine_polygons.json,train
216,darmstadt_000074_000019,fullImages\darmstadt_000074_000019_leftImg8bit.png,fullImages\darmstadt_000074_000019_gtFine_labelIds.png,fullImages\darmstadt_000074_000019_gtFine_polygons.json,train
217,darmstadt_000076_000019,fullImages\darmstadt_000076_000019_leftImg8bit.png,fullImages\darmstadt_000076_000019_gtFine_labelIds.png,fullImages\darmstadt_000076_000019_gtFine_polygons.json,train
218,darmstadt_000077_000019,fullImages\darmstadt_000077_000019_leftImg8bit.png,fullImages\darmstadt_000077_000019_gtFine_labelIds.png,fullImages\darmstadt_000077_000019_gtFine_polygons.json,train
219,darmstadt_000079_000019,fullImages\darmstadt_000079_000019_leftImg8bit.png,fullImages\darmstadt_000079_000019_gtFine_labelIds.png,fullImages\darmstadt_000079_000019_gtFine_polygons.json,test
220,darmstadt_000080_000019,fullImages\darmstadt_000080_000019_leftImg8bit.png,fullImages\darmstadt_000080_000019_gtFine_labelIds.png,fullImages\darmstadt_000080_000019_gtFine_polygons.json,train
221,darmstadt_000081_000019,fullImages\darmstadt_000081_000019_leftImg8bit.png,fullImages\darmstadt_000081_000019_gtFine_labelIds.png,fullImages\darmstadt_000081_000019_gtFine_polygons.json,test
222,dusseldorf_000000_000019,fullImages\dusseldorf_000000_000019_leftImg8bit.png,fullImages\dusseldorf_000000_000019_gtFine_labelIds.png,fullImages\dusseldorf_000000_000019_gtFine_polygons.json,train
223,dusseldorf_000001_000019,fullImages\dusseldorf_000001_000019_leftImg8bit.png,fullImages\dusseldorf_000001_000019_gtFine_labelIds.png,fullImages\dusseldorf_000001_000019_gtFine_polygons.json,train
224,dusseldorf_000004_000019,fullImages\dusseldorf_000004_000019_leftImg8bit.png,fullImages\dusseldorf_000004_000019_gtFine_labelIds.png,fullImages\dusseldorf_000004_000019_gtFine_polygons.json,train
225,dusseldorf_000005_000019,fullImages\dusseldorf_000005_000019_leftImg8bit.png,fullImages\dusseldorf_000005_000019_gtFine_labelIds.png,fullImages\dusseldorf_000005_000019_gtFine_polygons.json,validation
226,dusseldorf_000011_000019,fullImages\dusseldorf_000011_000019_leftImg8bit.png,fullImages\dusseldorf_000011_000019_gtFine_labelIds.png,fullImages\dusseldorf_000011_000019_gtFine_polygons.json,train
227,dusseldorf_000013_000019,fullImages\dusseldorf_000013_000019_leftImg8bit.png,fullImages\dusseldorf_000013_000019_gtFine_labelIds.png,fullImages\dusseldorf_000013_000019_gtFine_polygons.json,train
228,dusseldorf_000014_000019,fullImages\dusseldorf_000014_000019_leftImg8bit.png,fullImages\dusseldorf_000014_000019_gtFine_labelIds.png,fullImages\dusseldorf_000014_000019_gtFine_polygons.json,test
229,dusseldorf_000019_000019,fullImages\dusseldorf_000019_000019_leftImg8bit.png,fullImages\dusseldorf_000019_000019_gtFine_labelIds.png,fullImages\dusseldorf_000019_000019_gtFine_polygons.json,train
230,dusseldorf_000021_000019,fullImages\dusseldorf_000021_000019_leftImg8bit.png,fullImages\dusseldorf_000021_000019_gtFine_labelIds.png,fullImages\dusseldorf_000021_000019_gtFine_polygons.json,train
231,dusseldorf_000023_000019,fullImages\dusseldorf_000023_000019_leftImg8bit.png,fullImages\dusseldorf_000023_000019_gtFine_labelIds.png,fullImages\dusseldorf_000023_000019_gtFine_polygons.json,train
232,dusseldorf_000025_000019,fullImages\dusseldorf_000025_000019_leftImg8bit.png,fullImages\dusseldorf_000025_000019_gtFine_labelIds.png,fullImages\dusseldorf_000025_000019_gtFine_polygons.json,train
233,dusseldorf_000027_000019,fullImages\dusseldorf_000027_000019_leftImg8bit.png,fullImages\dusseldorf_000027_000019_gtFine_labelIds.png,fullImages\dusseldorf_000027_000019_gtFine_polygons.json,train
234,dusseldorf_000029_000019,fullImages\dusseldorf_000029_000019_leftImg8bit.png,fullImages\dusseldorf_000029_000019_gtFine_labelIds.png,fullImages\dusseldorf_000029_000019_gtFine_polygons.json,train
235,dusseldorf_000030_000019,fullImages\dusseldorf_000030_000019_leftImg8bit.png,fullImages\dusseldorf_000030_000019_gtFine_labelIds.png,fullImages\dusseldorf_000030_000019_gtFine_polygons.json,train
236,dusseldorf_000034_000019,fullImages\dusseldorf_000034_000019_leftImg8bit.png,fullImages\dusseldorf_000034_000019_gtFine_labelIds.png,fullImages\dusseldorf_000034_000019_gtFine_polygons.json,train
237,dusseldorf_000036_000019,fullImages\dusseldorf_000036_000019_leftImg8bit.png,fullImages\dusseldorf_000036_000019_gtFine_labelIds.png,fullImages\dusseldorf_000036_000019_gtFine_polygons.json,train
238,dusseldorf_000037_000019,fullImages\dusseldorf_000037_000019_leftImg8bit.png,fullImages\dusseldorf_000037_000019_gtFine_labelIds.png,fullImages\dusseldorf_000037_000019_gtFine_polygons.json,train
239,dusseldorf_000038_000019,fullImages\dusseldorf_000038_000019_leftImg8bit.png,fullImages\dusseldorf_000038_000019_gtFine_labelIds.png,fullImages\dusseldorf_000038_000019_gtFine_polygons.json,train
240,dusseldorf_000039_000019,fullImages\dusseldorf_000039_000019_leftImg8bit.png,fullImages\dusseldorf_000039_000019_gtFine_labelIds.png,fullImages\dusseldorf_000039_000019_gtFine_polygons.json,test
241,dusseldorf_000045_000019,fullImages\dusseldorf_000045_000019_leftImg8bit.png,fullImages\dusseldorf_000045_000019_gtFine_labelIds.png,fullImages\dusseldorf_000045_000019_gtFine_polygons.json,train
242,dusseldorf_000049_000019,fullImages\dusseldorf_000049_000019_leftImg8bit.png,fullImages\dusseldorf_000049_000019_gtFine_labelIds.png,fullImages\dusseldorf_000049_000019_gtFine_polygons.json,train
243,dusseldorf_000051_000019,fullImages\dusseldorf_000051_000019_leftImg8bit.png,fullImages\dusseldorf_000051_000019_gtFine_labelIds.png,fullImages\dusseldorf_000051_000019_gtFine_polygons.json,train
244,dusseldorf_000053_000019,fullImages\dusseldorf_000053_000019_leftImg8bit.png,fullImages\dusseldorf_000053_000019_gtFine_labelIds.png,fullImages\dusseldorf_000053_000019_gtFine_polygons.json,train
245,dusseldorf_000056_000019,fullImages\dusseldorf_000056_000019_leftImg8bit.png,fullImages\dusseldorf_000056_000019_gtFine_labelIds.png,fullImages\dusseldorf_000056_000019_gtFine_polygons.json,train
246,dusseldorf_000057_000019,fullImages\dusseldorf_000057_000019_leftImg8bit.png,fullImages\dusseldorf_000057_000019_gtFine_labelIds.png,fullImages\dusseldorf_000057_000019_gtFine_polygons.json,train
247,dusseldorf_000059_000019,fullImages\dusseldorf_000059_000019_leftImg8bit.png,fullImages\dusseldorf_000059_000019_gtFine_labelIds.png,fullImages\dusseldorf_000059_000019_gtFine_polygons.json,train
248,dusseldorf_000060_000019,fullImages\dusseldorf_000060_000019_leftImg8bit.png,fullImages\dusseldorf_000060_000019_gtFine_labelIds.png,fullImages\dusseldorf_000060_000019_gtFine_polygons.json,train
249,dusseldorf_000062_000019,fullImages\dusseldorf_000062_000019_leftImg8bit.png,fullImages\dusseldorf_000062_000019_gtFine_labelIds.png,fullImages\dusseldorf_000062_000019_gtFine_polygons.json,train
250,dusseldorf_000064_000019,fullImages\dusseldorf_000064_000019_leftImg8bit.png,fullImages\dusseldorf_000064_000019_gtFine_labelIds.png,fullImages\dusseldorf_000064_000019_gtFine_polygons.json,train
251,dusseldorf_000065_000019,fullImages\dusseldorf_000065_000019_leftImg8bit.png,fullImages\dusseldorf_000065_000019_gtFine_labelIds.png,fullImages\dusseldorf_000065_000019_gtFine_polygons.json,test
252,dusseldorf_000068_000019,fullImages\dusseldorf_000068_000019_leftImg8bit.png,fullImages\dusseldorf_000068_000019_gtFine_labelIds.png,fullImages\dusseldorf_000068_000019_gtFine_polygons.json,train
253,dusseldorf_000069_000019,fullImages\dusseldorf_000069_000019_leftImg8bit.png,fullImages\dusseldorf_000069_000019_gtFine_labelIds.png,fullImages\dusseldorf_000069_000019_gtFine_polygons.json,train
254,dusseldorf_000074_000019,fullImages\dusseldorf_000074_000019_leftImg8bit.png,fullImages\dusseldorf_000074_000019_gtFine_labelIds.png,fullImages\dusseldorf_000074_000019_gtFine_polygons.json,test
255,dusseldorf_000076_000019,fullImages\dusseldorf_000076_000019_leftImg8bit.png,fullImages\dusseldorf_000076_000019_gtFine_labelIds.png,fullImages\dusseldorf_000076_000019_gtFine_polygons.json,train
256,dusseldorf_000077_000019,fullImages\dusseldorf_000077_000019_leftImg8bit.png,fullImages\dusseldorf_000077_000019_gtFine_labelIds.png,fullImages\dusseldorf_000077_000019_gtFine_polygons.json,train
257,dusseldorf_000078_000019,fullImages\dusseldorf_000078_000019_leftImg8bit.png,fullImages\dusseldorf_000078_000019_gtFine_labelIds.png,fullImages\dusseldorf_000078_000019_gtFine_polygons.json,train
258,dusseldorf_000080_000019,fullImages\dusseldorf_000080_000019_leftImg8bit.png,fullImages\dusseldorf_000080_000019_gtFine_labelIds.png,fullImages\dusseldorf_000080_000019_gtFine_polygons.json,validation
259,dusseldorf_000082_000019,fullImages\dusseldorf_000082_000019_leftImg8bit.png,fullImages\dusseldorf_000082_000019_gtFine_labelIds.png,fullImages\dusseldorf_000082_000019_gtFine_polygons.json,train
260,dusseldorf_000083_000019,fullImages\dusseldorf_000083_000019_leftImg8bit.png,fullImages\dusseldorf_000083_000019_gtFine_labelIds.png,fullImages\dusseldorf_000083_000019_gtFine_polygons.json,train
261,dusseldorf_000084_000019,fullImages\dusseldorf_000084_000019_leftImg8bit.png,fullImages\dusseldorf_000084_000019_gtFine_labelIds.png,fullImages\dusseldorf_000084_000019_gtFine_polygons.json,train
262,dusseldorf_000089_000019,fullImages\dusseldorf_000089_000019_leftImg8bit.png,fullImages\dusseldorf_000089_000019_gtFine_labelIds.png,fullImages\dusseldorf_000089_000019_gtFine_polygons.json,train
263,dusseldorf_000090_000019,fullImages\dusseldorf_000090_000019_leftImg8bit.png,fullImages\dusseldorf_000090_000019_gtFine_labelIds.png,fullImages\dusseldorf_000090_000019_gtFine_polygons.json,test
264,dusseldorf_000095_000019,fullImages\dusseldorf_000095_000019_leftImg8bit.png,fullImages\dusseldorf_000095_000019_gtFine_labelIds.png,fullImages\dusseldorf_000095_000019_gtFine_polygons.json,train
265,dusseldorf_000101_000019,fullImages\dusseldorf_000101_000019_leftImg8bit.png,fullImages\dusseldorf_000101_000019_gtFine_labelIds.png,fullImages\dusseldorf_000101_000019_gtFine_polygons.json,train
266,dusseldorf_000108_000019,fullImages\dusseldorf_000108_000019_leftImg8bit.png,fullImages\dusseldorf_000108_000019_gtFine_labelIds.png,fullImages\dusseldorf_000108_000019_gtFine_polygons.json,train
267,dusseldorf_000117_000019,fullImages\dusseldorf_000117_000019_leftImg8bit.png,fullImages\dusseldorf_000117_000019_gtFine_labelIds.png,fullImages\dusseldorf_000117_000019_gtFine_polygons.json,train
268,dusseldorf_000119_000019,fullImages\dusseldorf_000119_000019_leftImg8bit.png,fullImages\dusseldorf_000119_000019_gtFine_labelIds.png,fullImages\dusseldorf_000119_000019_gtFine_polygons.json,train
269,dusseldorf_000121_000019,fullImages\dusseldorf_000121_000019_leftImg8bit.png,fullImages\dusseldorf_000121_000019_gtFine_labelIds.png,fullImages\dusseldorf_000121_000019_gtFine_polygons.json,train
270,dusseldorf_000122_000019,fullImages\dusseldorf_000122_000019_leftImg8bit.png,fullImages\dusseldorf_000122_000019_gtFine_labelIds.png,fullImages\dusseldorf_000122_000019_gtFine_polygons.json,validation
271,dusseldorf_000125_000019,fullImages\dusseldorf_000125_000019_leftImg8bit.png,fullImages\dusseldorf_000125_000019_gtFine_labelIds.png,fullImages\dusseldorf_000125_000019_gtFine_polygons.json,test
272,dusseldorf_000128_000019,fullImages\dusseldorf_000128_000019_leftImg8bit.png,fullImages\dusseldorf_000128_000019_gtFine_labelIds.png,fullImages\dusseldorf_000128_000019_gtFine_polygons.json,train
273,dusseldorf_000129_000019,fullImages\dusseldorf_000129_000019_leftImg8bit.png,fullImages\dusseldorf_000129_000019_gtFine_labelIds.png,fullImages\dusseldorf_000129_000019_gtFine_polygons.json,validation
274,dusseldorf_000130_000019,fullImages\dusseldorf_000130_000019_leftImg8bit.png,fullImages\dusseldorf_000130_000019_gtFine_labelIds.png,fullImages\dusseldorf_000130_000019_gtFine_polygons.json,train
275,dusseldorf_000131_000019,fullImages\dusseldorf_000131_000019_leftImg8bit.png,fullImages\dusseldorf_000131_000019_gtFine_labelIds.png,fullImages\dusseldorf_000131_000019_gtFine_polygons.json,test
276,dusseldorf_000132_000019,fullImages\dusseldorf_000132_000019_leftImg8bit.png,fullImages\dusseldorf_000132_000019_gtFine_labelIds.png,fullImages\dusseldorf_000132_000019_gtFine_polygons.json,test
277,dusseldorf_000135_000019,fullImages\dusseldorf_000135_000019_leftImg8bit.png,fullImages\dusseldorf_000135_000019_gtFine_labelIds.png,fullImages\dusseldorf_000135_000019_gtFine_polygons.json,train
278,dusseldorf_000137_000019,fullImages\dusseldorf_000137_000019_leftImg8bit.png,fullImages\dusseldorf_000137_000019_gtFine_labelIds.png,fullImages\dusseldorf_000137_000019_gtFine_polygons.json,train
279,dusseldorf_000140_000019,fullImages\dusseldorf_000140_000019_leftImg8bit.png,fullImages\dusseldorf_000140_000019_gtFine_labelIds.png,fullImages\dusseldorf_000140_000019_gtFine_polygons.json,test
280,dusseldorf_000141_000019,fullImages\dusseldorf_000141_000019_leftImg8bit.png,fullImages\dusseldorf_000141_000019_gtFine_labelIds.png,fullImages\dusseldorf_000141_000019_gtFine_polygons.json,train
281,dusseldorf_000142_000019,fullImages\dusseldorf_000142_000019_leftImg8bit.png,fullImages\dusseldorf_000142_000019_gtFine_labelIds.png,fullImages\dusseldorf_000142_000019_gtFine_polygons.json,test
282,dusseldorf_000143_000019,fullImages\dusseldorf_000143_000019_leftImg8bit.png,fullImages\dusseldorf_000143_000019_gtFine_labelIds.png,fullImages\dusseldorf_000143_000019_gtFine_polygons.json,train
283,dusseldorf_000147_000019,fullImages\dusseldorf_000147_000019_leftImg8bit.png,fullImages\dusseldorf_000147_000019_gtFine_labelIds.png,fullImages\dusseldorf_000147_000019_gtFine_polygons.json,train
284,dusseldorf_000148_000019,fullImages\dusseldorf_000148_000019_leftImg8bit.png,fullImages\dusseldorf_000148_000019_gtFine_labelIds.png,fullImages\dusseldorf_000148_000019_gtFine_polygons.json,train
285,dusseldorf_000156_000019,fullImages\dusseldorf_000156_000019_leftImg8bit.png,fullImages\dusseldorf_000156_000019_gtFine_labelIds.png,fullImages\dusseldorf_000156_000019_gtFine_polygons.json,train
286,dusseldorf_000158_000019,fullImages\dusseldorf_000158_000019_leftImg8bit.png,fullImages\dusseldorf_000158_000019_gtFine_labelIds.png,fullImages\dusseldorf_000158_000019_gtFine_polygons.json,validation
287,dusseldorf_000164_000019,fullImages\dusseldorf_000164_000019_leftImg8bit.png,fullImages\dusseldorf_000164_000019_gtFine_labelIds.png,fullImages\dusseldorf_000164_000019_gtFine_polygons.json,train
288,dusseldorf_000172_000019,fullImages\dusseldorf_000172_000019_leftImg8bit.png,fullImages\dusseldorf_000172_000019_gtFine_labelIds.png,fullImages\dusseldorf_000172_000019_gtFine_polygons.json,train
289,dusseldorf_000174_000019,fullImages\dusseldorf_000174_000019_leftImg8bit.png,fullImages\dusseldorf_000174_000019_gtFine_labelIds.png,fullImages\dusseldorf_000174_000019_gtFine_polygons.json,train
