path,x,y,zoom,col
berlin_000099_000019_leftImg8bit.png,1128,174,0.25,r
berlin_000099_000019_leftImg8bit.png,1149,420,0.25,r
berlin_000099_000019_leftImg8bit.png,946,424,0.125,r
berlin_000099_000019_leftImg8bit.png,1620,464,0.25,g
berlin_000099_000019_leftImg8bit.png,1171,418,0.125,g
berlin_000099_000019_leftImg8bit.png,1588,61,0.125,g
berlin_000099_000019_leftImg8bit.png,1564,2,0.125,g
berlin_000099_000019_leftImg8bit.png,1670,41,0.125,g
berlin_000099_000019_leftImg8bit.png,1631,9,0.25,g
berlin_000099_000019_leftImg8bit.png,1644,29,0.25,g
berlin_000099_000019_leftImg8bit.png,1280,437,0.125,g
berlin_000099_000019_leftImg8bit.png,1631,86,0.125,g
berlin_000099_000019_leftImg8bit.png,1647,43,0.125,g
berlin_000099_000019_leftImg8bit.png,1663,93,0.125,g
berlin_000099_000019_leftImg8bit.png,1562,98,0.125,g
berlin_000099_000019_leftImg8bit.png,1497,54,0.125,g
berlin_000099_000019_leftImg8bit.png,1518,139,0.125,g
berlin_000099_000019_leftImg8bit.png,1510,39,0.125,g
berlin_000100_000019_leftImg8bit.png,641,493,0.25,r
berlin_000100_000019_leftImg8bit.png,613,361,0.5,g
berlin_000101_000019_leftImg8bit.png,605,461,0.125,r
berlin_000101_000019_leftImg8bit.png,341,488,0.125,r
berlin_000101_000019_leftImg8bit.png,1742,10,0.125,g
berlin_000101_000019_leftImg8bit.png,547,467,0.25,g
berlin_000101_000019_leftImg8bit.png,1837,93,0.125,g
berlin_000102_000019_leftImg8bit.png,1241,451,0.125,r
berlin_000102_000019_leftImg8bit.png,1338,431,0.125,r
berlin_000102_000019_leftImg8bit.png,1776,430,0.25,r
berlin_000102_000019_leftImg8bit.png,1119,436,0.125,r
berlin_000102_000019_leftImg8bit.png,1181,450,0.125,r
berlin_000102_000019_leftImg8bit.png,1905,367,0.125,r
berlin_000102_000019_leftImg8bit.png,1444,431,0.125,r
berlin_000102_000019_leftImg8bit.png,1640,429,0.125,r
berlin_000102_000019_leftImg8bit.png,1060,436,0.125,r
berlin_000102_000019_leftImg8bit.png,676,382,0.125,r
berlin_000103_000019_leftImg8bit.png,305,444,0.25,r
berlin_000103_000019_leftImg8bit.png,420,441,0.5,r
berlin_000103_000019_leftImg8bit.png,6,455,0.25,r
berlin_000103_000019_leftImg8bit.png,324,443,0.25,r
berlin_000103_000019_leftImg8bit.png,363,440,0.25,r
berlin_000103_000019_leftImg8bit.png,341,441,0.25,r
berlin_000103_000019_leftImg8bit.png,1586,457,0.125,r
berlin_000103_000019_leftImg8bit.png,1949,455,0.25,g
berlin_000104_000019_leftImg8bit.png,1510,2,0.125,r
berlin_000104_000019_leftImg8bit.png,947,445,0.125,g
berlin_000105_000019_leftImg8bit.png,164,479,0.5,r
berlin_000105_000019_leftImg8bit.png,38,497,0.5,r
berlin_000105_000019_leftImg8bit.png,347,470,0.25,r
berlin_000105_000019_leftImg8bit.png,1495,369,0.125,r
berlin_000105_000019_leftImg8bit.png,422,476,0.25,r
berlin_000105_000019_leftImg8bit.png,644,13,0.125,g
berlin_000105_000019_leftImg8bit.png,687,13,0.25,g
berlin_000105_000019_leftImg8bit.png,2042,6,0.5,g
berlin_000105_000019_leftImg8bit.png,1888,8,0.125,g
berlin_000105_000019_leftImg8bit.png,652,3,0.125,g
berlin_000105_000019_leftImg8bit.png,360,16,0.25,g
berlin_000105_000019_leftImg8bit.png,578,34,0.25,g
berlin_000105_000019_leftImg8bit.png,958,438,0.125,g
berlin_000106_000019_leftImg8bit.png,467,452,0.25,r
berlin_000106_000019_leftImg8bit.png,1316,382,0.125,r
berlin_000106_000019_leftImg8bit.png,563,449,0.125,r
berlin_000106_000019_leftImg8bit.png,553,450,0.125,r
berlin_000106_000019_leftImg8bit.png,881,108,0.25,g
berlin_000106_000019_leftImg8bit.png,837,122,0.125,g
berlin_000106_000019_leftImg8bit.png,832,134,0.125,g
berlin_000106_000019_leftImg8bit.png,946,139,0.25,g
berlin_000107_000019_leftImg8bit.png,743,461,0.25,r
berlin_000107_000019_leftImg8bit.png,766,306,0.125,g
berlin_000107_000019_leftImg8bit.png,777,299,0.125,g
berlin_000108_000019_leftImg8bit.png,195,474,0.25,r
berlin_000108_000019_leftImg8bit.png,720,175,0.5,g
berlin_000108_000019_leftImg8bit.png,1282,184,0.25,g
berlin_000108_000019_leftImg8bit.png,828,267,0.125,g
berlin_000109_000019_leftImg8bit.png,1658,86,0.125,r
berlin_000109_000019_leftImg8bit.png,34,509,0.125,r
berlin_000109_000019_leftImg8bit.png,2004,17,0.125,g
berlin_000109_000019_leftImg8bit.png,1991,55,0.125,g
berlin_000109_000019_leftImg8bit.png,1567,28,0.25,g
berlin_000109_000019_leftImg8bit.png,2008,61,0.25,g
berlin_000109_000019_leftImg8bit.png,1647,93,0.25,g
berlin_000109_000019_leftImg8bit.png,1560,34,0.125,g
berlin_000109_000019_leftImg8bit.png,1561,40,0.25,g
berlin_000109_000019_leftImg8bit.png,1667,41,0.125,g
berlin_000109_000019_leftImg8bit.png,340,462,0.125,g
berlin_000109_000019_leftImg8bit.png,1663,159,0.125,g
berlin_000109_000019_leftImg8bit.png,1273,236,0.125,g
berlin_000109_000019_leftImg8bit.png,1892,23,0.125,g
berlin_000109_000019_leftImg8bit.png,1958,116,0.25,g
berlin_000109_000019_leftImg8bit.png,1714,146,0.125,g
berlin_000109_000019_leftImg8bit.png,1671,150,0.125,g
berlin_000109_000019_leftImg8bit.png,1943,19,0.125,g
berlin_000110_000019_leftImg8bit.png,1016,448,0.25,r
berlin_000110_000019_leftImg8bit.png,996,434,0.125,r
berlin_000110_000019_leftImg8bit.png,975,447,0.125,r
berlin_000110_000019_leftImg8bit.png,957,452,0.125,r
berlin_000110_000019_leftImg8bit.png,1129,208,0.125,r
berlin_000110_000019_leftImg8bit.png,1131,217,0.125,g
berlin_000110_000019_leftImg8bit.png,813,297,0.25,g
berlin_000110_000019_leftImg8bit.png,964,449,0.125,g
berlin_000110_000019_leftImg8bit.png,782,401,0.125,g
berlin_000110_000019_leftImg8bit.png,811,254,0.125,g
berlin_000111_000019_leftImg8bit.png,276,487,0.25,r
berlin_000111_000019_leftImg8bit.png,1259,142,0.5,g
berlin_000111_000019_leftImg8bit.png,922,222,0.25,g
berlin_000111_000019_leftImg8bit.png,927,266,0.125,g
berlin_000112_000019_leftImg8bit.png,1899,71,0.125,r
berlin_000112_000019_leftImg8bit.png,1055,372,0.5,g
berlin_000112_000019_leftImg8bit.png,1042,253,0.125,g
berlin_000113_000019_leftImg8bit.png,150,464,0.25,r
berlin_000113_000019_leftImg8bit.png,1806,463,0.5,g
berlin_000113_000019_leftImg8bit.png,1549,6,0.5,g
berlin_000113_000019_leftImg8bit.png,1278,478,0.125,g
berlin_000113_000019_leftImg8bit.png,1578,44,0.125,g
berlin_000114_000019_leftImg8bit.png,1308,479,0.125,r
berlin_000114_000019_leftImg8bit.png,1762,128,0.25,g
berlin_000114_000019_leftImg8bit.png,1764,73,0.25,g
berlin_000114_000019_leftImg8bit.png,1789,54,0.5,g
berlin_000114_000019_leftImg8bit.png,1568,471,0.125,g
berlin_000114_000019_leftImg8bit.png,1874,59,0.125,g
berlin_000115_000019_leftImg8bit.png,1613,100,0.125,g
berlin_000115_000019_leftImg8bit.png,1696,9,0.125,g
berlin_000116_000019_leftImg8bit.png,283,439,0.5,r
berlin_000116_000019_leftImg8bit.png,504,441,0.25,r
berlin_000116_000019_leftImg8bit.png,1498,279,0.25,g
berlin_000117_000019_leftImg8bit.png,824,428,0.125,r
berlin_000117_000019_leftImg8bit.png,1113,453,0.5,r
berlin_000117_000019_leftImg8bit.png,1407,358,0.25,g
berlin_000117_000019_leftImg8bit.png,835,303,0.5,g
berlin_000118_000019_leftImg8bit.png,1750,9,0.5,r
berlin_000118_000019_leftImg8bit.png,767,79,0.25,g
berlin_000118_000019_leftImg8bit.png,1734,75,0.125,g
berlin_000118_000019_leftImg8bit.png,1888,79,0.5,g
berlin_000118_000019_leftImg8bit.png,761,69,0.125,g
berlin_000118_000019_leftImg8bit.png,1678,3,0.125,g
berlin_000119_000019_leftImg8bit.png,1656,410,0.125,r
berlin_000119_000019_leftImg8bit.png,1643,147,0.5,g
berlin_000119_000019_leftImg8bit.png,1602,175,0.25,g
berlin_000119_000019_leftImg8bit.png,1662,411,0.125,g
berlin_000120_000019_leftImg8bit.png,1470,486,1,r
berlin_000120_000019_leftImg8bit.png,774,484,1,r
berlin_000120_000019_leftImg8bit.png,1556,427,0.5,r
berlin_000120_000019_leftImg8bit.png,1517,323,0.25,r
berlin_000120_000019_leftImg8bit.png,1844,427,0.25,r
berlin_000120_000019_leftImg8bit.png,1738,273,0.125,r
berlin_000120_000019_leftImg8bit.png,1117,499,1,g
berlin_000120_000019_leftImg8bit.png,401,438,0.5,g
berlin_000120_000019_leftImg8bit.png,1189,230,0.25,g
berlin_000120_000019_leftImg8bit.png,919,221,0.125,g
berlin_000120_000019_leftImg8bit.png,1960,228,0.25,g
berlin_000121_000019_leftImg8bit.png,1102,457,0.5,r
berlin_000121_000019_leftImg8bit.png,973,456,0.25,r
berlin_000121_000019_leftImg8bit.png,1991,456,0.125,r
berlin_000121_000019_leftImg8bit.png,768,454,0.125,r
berlin_000121_000019_leftImg8bit.png,1119,348,0.125,r
berlin_000121_000019_leftImg8bit.png,1170,460,0.25,r
berlin_000121_000019_leftImg8bit.png,1097,364,0.125,r
berlin_000121_000019_leftImg8bit.png,1128,345,0.125,r
berlin_000121_000019_leftImg8bit.png,1463,171,0.125,g
berlin_000121_000019_leftImg8bit.png,1275,173,0.25,g
berlin_000121_000019_leftImg8bit.png,1431,140,0.25,g
berlin_000121_000019_leftImg8bit.png,1415,140,0.25,g
berlin_000121_000019_leftImg8bit.png,1373,113,0.125,g
berlin_000122_000019_leftImg8bit.png,1410,429,0.125,r
berlin_000122_000019_leftImg8bit.png,175,470,0.25,r
berlin_000122_000019_leftImg8bit.png,1287,391,0.125,r
berlin_000122_000019_leftImg8bit.png,1724,471,0.125,r
berlin_000122_000019_leftImg8bit.png,993,431,0.25,r
berlin_000122_000019_leftImg8bit.png,1517,345,0.5,r
berlin_000122_000019_leftImg8bit.png,1121,427,0.25,r
berlin_000122_000019_leftImg8bit.png,914,435,0.25,r
berlin_000122_000019_leftImg8bit.png,527,455,0.125,r
berlin_000122_000019_leftImg8bit.png,1261,407,0.125,r
berlin_000122_000019_leftImg8bit.png,1503,23,0.25,r
berlin_000122_000019_leftImg8bit.png,235,468,1,g
berlin_000122_000019_leftImg8bit.png,1841,403,0.5,g
berlin_000122_000019_leftImg8bit.png,1273,218,0.25,g
berlin_000122_000019_leftImg8bit.png,1701,340,0.125,g
berlin_000123_000019_leftImg8bit.png,1060,390,0.25,r
berlin_000123_000019_leftImg8bit.png,1215,444,0.125,r
berlin_000123_000019_leftImg8bit.png,223,496,0.25,r
berlin_000123_000019_leftImg8bit.png,1172,444,0.125,r
berlin_000123_000019_leftImg8bit.png,384,445,0.5,g
berlin_000124_000019_leftImg8bit.png,1212,280,0.125,g
berlin_000125_000019_leftImg8bit.png,832,489,0.5,r
berlin_000125_000019_leftImg8bit.png,1364,113,0.125,r
berlin_000125_000019_leftImg8bit.png,726,452,0.125,r
berlin_000125_000019_leftImg8bit.png,971,455,0.25,r
berlin_000125_000019_leftImg8bit.png,743,493,0.5,r
berlin_000125_000019_leftImg8bit.png,942,456,0.25,r
berlin_000125_000019_leftImg8bit.png,1331,284,0.25,r
berlin_000125_000019_leftImg8bit.png,1187,262,0.125,r
berlin_000125_000019_leftImg8bit.png,713,472,0.125,r
berlin_000125_000019_leftImg8bit.png,1304,70,0.25,g
berlin_000125_000019_leftImg8bit.png,1356,263,0.125,g
berlin_000125_000019_leftImg8bit.png,1288,35,0.125,g
berlin_000126_000019_leftImg8bit.png,1022,451,0.5,r
berlin_000126_000019_leftImg8bit.png,992,452,0.5,r
berlin_000126_000019_leftImg8bit.png,748,471,0.125,r
berlin_000126_000019_leftImg8bit.png,1704,294,0.125,r
berlin_000126_000019_leftImg8bit.png,1040,379,0.125,r
berlin_000127_000019_leftImg8bit.png,1022,476,0.125,r
berlin_000127_000019_leftImg8bit.png,250,364,0.5,r
berlin_000127_000019_leftImg8bit.png,25,175,0.5,r
berlin_000127_000019_leftImg8bit.png,1161,489,0.25,r
berlin_000127_000019_leftImg8bit.png,1226,490,0.25,r
berlin_000127_000019_leftImg8bit.png,1397,292,0.125,r
berlin_000127_000019_leftImg8bit.png,4,394,0.25,r
berlin_000127_000019_leftImg8bit.png,1209,124,0.125,r
berlin_000127_000019_leftImg8bit.png,907,174,0.5,r
berlin_000127_000019_leftImg8bit.png,961,453,0.125,g
berlin_000128_000019_leftImg8bit.png,655,208,0.25,r
berlin_000128_000019_leftImg8bit.png,588,206,0.25,r
berlin_000128_000019_leftImg8bit.png,937,462,0.25,r
berlin_000128_000019_leftImg8bit.png,1172,253,0.25,g
berlin_000128_000019_leftImg8bit.png,333,202,0.25,g
berlin_000128_000019_leftImg8bit.png,1339,352,0.125,g
berlin_000129_000019_leftImg8bit.png,1233,425,0.25,r
berlin_000129_000019_leftImg8bit.png,1700,52,0.5,r
berlin_000129_000019_leftImg8bit.png,1598,187,0.125,r
berlin_000129_000019_leftImg8bit.png,1525,199,0.25,r
berlin_000129_000019_leftImg8bit.png,551,179,0.25,g
berlin_000129_000019_leftImg8bit.png,1005,149,0.25,g
berlin_000129_000019_leftImg8bit.png,407,314,0.125,g
berlin_000129_000019_leftImg8bit.png,1539,491,0.125,g
berlin_000129_000019_leftImg8bit.png,1484,446,0.25,g
berlin_000130_000019_leftImg8bit.png,845,452,0.5,r
berlin_000130_000019_leftImg8bit.png,1418,36,0.25,r
berlin_000130_000019_leftImg8bit.png,104,52,0.25,r
berlin_000130_000019_leftImg8bit.png,1182,457,0.25,r
berlin_000130_000019_leftImg8bit.png,11,63,0.25,r
berlin_000130_000019_leftImg8bit.png,693,452,0.5,r
berlin_000130_000019_leftImg8bit.png,1048,439,0.25,r
berlin_000130_000019_leftImg8bit.png,1161,258,0.25,r
berlin_000130_000019_leftImg8bit.png,1008,449,0.25,r
berlin_000130_000019_leftImg8bit.png,936,449,0.125,r
berlin_000130_000019_leftImg8bit.png,1412,428,0.25,g
berlin_000130_000019_leftImg8bit.png,339,33,0.125,g
berlin_000130_000019_leftImg8bit.png,655,43,0.125,g
berlin_000130_000019_leftImg8bit.png,493,65,0.25,g
berlin_000130_000019_leftImg8bit.png,840,248,0.25,g
berlin_000130_000019_leftImg8bit.png,1406,411,0.125,g
berlin_000130_000019_leftImg8bit.png,479,132,0.25,g
berlin_000130_000019_leftImg8bit.png,584,124,0.125,g
berlin_000130_000019_leftImg8bit.png,634,50,0.25,g
berlin_000130_000019_leftImg8bit.png,648,52,0.125,g
berlin_000130_000019_leftImg8bit.png,592,174,0.125,g
berlin_000130_000019_leftImg8bit.png,556,33,0.125,g
berlin_000130_000019_leftImg8bit.png,1127,364,0.125,g
berlin_000130_000019_leftImg8bit.png,1360,261,0.125,g
berlin_000130_000019_leftImg8bit.png,669,52,0.125,g
berlin_000131_000019_leftImg8bit.png,916,503,0.25,r
berlin_000132_000019_leftImg8bit.png,1106,102,0.125,g
berlin_000132_000019_leftImg8bit.png,1301,413,0.5,g
berlin_000132_000019_leftImg8bit.png,950,101,0.125,g
berlin_000133_000019_leftImg8bit.png,403,345,0.5,r
berlin_000133_000019_leftImg8bit.png,1216,398,0.125,r
berlin_000133_000019_leftImg8bit.png,1121,368,0.125,r
berlin_000133_000019_leftImg8bit.png,1695,379,0.25,r
berlin_000133_000019_leftImg8bit.png,1632,382,0.25,r
berlin_000133_000019_leftImg8bit.png,1736,41,0.125,r
berlin_000133_000019_leftImg8bit.png,375,322,0.125,r
berlin_000133_000019_leftImg8bit.png,1712,44,0.25,r
berlin_000133_000019_leftImg8bit.png,1375,76,0.25,g
berlin_000133_000019_leftImg8bit.png,1585,167,0.25,g
berlin_000133_000019_leftImg8bit.png,497,345,0.125,g
berlin_000133_000019_leftImg8bit.png,1659,88,0.125,g
berlin_000133_000019_leftImg8bit.png,946,6,0.125,g
berlin_000134_000019_leftImg8bit.png,762,116,0.125,r
berlin_000134_000019_leftImg8bit.png,1013,451,0.125,r
berlin_000134_000019_leftImg8bit.png,785,89,0.125,r
berlin_000134_000019_leftImg8bit.png,607,78,0.25,r
berlin_000134_000019_leftImg8bit.png,1290,132,0.25,g
berlin_000135_000019_leftImg8bit.png,445,348,0.125,r
berlin_000136_000019_leftImg8bit.png,742,132,0.125,g
berlin_000136_000019_leftImg8bit.png,1360,19,0.125,g
berlin_000137_000019_leftImg8bit.png,1751,345,0.125,r
berlin_000137_000019_leftImg8bit.png,1281,100,0.125,r
berlin_000137_000019_leftImg8bit.png,1741,366,0.125,r
berlin_000137_000019_leftImg8bit.png,1174,157,0.25,g
berlin_000137_000019_leftImg8bit.png,1899,343,0.125,g
berlin_000138_000019_leftImg8bit.png,2012,315,0.25,r
berlin_000138_000019_leftImg8bit.png,1017,237,0.25,r
berlin_000138_000019_leftImg8bit.png,1947,312,0.25,r
berlin_000138_000019_leftImg8bit.png,1001,300,0.125,r
berlin_000138_000019_leftImg8bit.png,1893,308,0.25,r
berlin_000138_000019_leftImg8bit.png,1444,271,0.25,r
berlin_000138_000019_leftImg8bit.png,1732,296,0.25,r
berlin_000138_000019_leftImg8bit.png,401,350,0.125,r
berlin_000138_000019_leftImg8bit.png,1183,343,0.125,r
berlin_000138_000019_leftImg8bit.png,1351,264,0.5,g
berlin_000138_000019_leftImg8bit.png,1251,257,0.5,g
berlin_000138_000019_leftImg8bit.png,1141,248,0.5,g
berlin_000138_000019_leftImg8bit.png,1665,291,0.5,g
berlin_000138_000019_leftImg8bit.png,1790,301,0.5,g
berlin_000139_000019_leftImg8bit.png,1001,354,0.25,r
berlin_000139_000019_leftImg8bit.png,1224,394,0.125,r
berlin_000139_000019_leftImg8bit.png,1170,477,0.25,r
berlin_000139_000019_leftImg8bit.png,810,122,0.125,r
berlin_000139_000019_leftImg8bit.png,802,125,0.125,r
berlin_000139_000019_leftImg8bit.png,905,370,0.25,r
berlin_000139_000019_leftImg8bit.png,726,466,0.125,r
berlin_000139_000019_leftImg8bit.png,652,144,0.125,r
berlin_000139_000019_leftImg8bit.png,745,471,0.125,r
berlin_000139_000019_leftImg8bit.png,246,228,0.5,g
berlin_000139_000019_leftImg8bit.png,1162,253,0.25,g
berlin_000139_000019_leftImg8bit.png,161,487,0.25,g
berlin_000139_000019_leftImg8bit.png,356,189,0.25,g
berlin_000139_000019_leftImg8bit.png,1050,191,0.125,g
berlin_000139_000019_leftImg8bit.png,1183,214,0.125,g
berlin_000139_000019_leftImg8bit.png,1887,466,0.125,g
berlin_000139_000019_leftImg8bit.png,1011,183,0.125,g
berlin_000139_000019_leftImg8bit.png,683,286,0.125,g
berlin_000139_000019_leftImg8bit.png,1191,206,0.125,g
berlin_000139_000019_leftImg8bit.png,1034,70,0.125,g
berlin_000139_000019_leftImg8bit.png,1035,56,0.125,g
berlin_000139_000019_leftImg8bit.png,1041,351,0.125,g
berlin_000139_000019_leftImg8bit.png,1026,76,0.125,g
berlin_000139_000019_leftImg8bit.png,1380,155,0.125,g
berlin_000139_000019_leftImg8bit.png,756,29,0.125,g
berlin_000140_000019_leftImg8bit.png,1022,240,0.25,r
berlin_000140_000019_leftImg8bit.png,844,284,0.125,r
berlin_000140_000019_leftImg8bit.png,920,204,0.25,r
berlin_000140_000019_leftImg8bit.png,745,99,0.25,g
berlin_000140_000019_leftImg8bit.png,808,291,0.25,g
berlin_000140_000019_leftImg8bit.png,886,71,0.125,g
berlin_000140_000019_leftImg8bit.png,864,41,0.25,g
berlin_000140_000019_leftImg8bit.png,808,208,0.125,g
berlin_000140_000019_leftImg8bit.png,922,149,0.125,g
berlin_000140_000019_leftImg8bit.png,767,103,0.125,g
berlin_000140_000019_leftImg8bit.png,880,43,0.125,g
berlin_000141_000019_leftImg8bit.png,1011,409,0.25,r
berlin_000141_000019_leftImg8bit.png,870,153,0.25,r
berlin_000141_000019_leftImg8bit.png,1080,416,0.125,r
berlin_000141_000019_leftImg8bit.png,823,146,0.125,r
berlin_000141_000019_leftImg8bit.png,1190,384,0.125,g
berlin_000141_000019_leftImg8bit.png,403,472,0.125,g
berlin_000141_000019_leftImg8bit.png,1153,90,0.125,g
berlin_000142_000019_leftImg8bit.png,1307,320,0.5,r
berlin_000142_000019_leftImg8bit.png,895,445,0.125,r
berlin_000142_000019_leftImg8bit.png,993,434,0.25,r
berlin_000142_000019_leftImg8bit.png,1023,456,0.5,r
berlin_000142_000019_leftImg8bit.png,1307,338,0.5,r
berlin_000142_000019_leftImg8bit.png,624,319,0.5,r
berlin_000142_000019_leftImg8bit.png,1162,478,0.25,r
berlin_000142_000019_leftImg8bit.png,279,396,0.125,r
berlin_000142_000019_leftImg8bit.png,628,338,0.5,g
berlin_000142_000019_leftImg8bit.png,362,46,0.25,g
berlin_000143_000019_leftImg8bit.png,1192,448,0.5,r
berlin_000143_000019_leftImg8bit.png,620,297,0.25,r
berlin_000143_000019_leftImg8bit.png,7,260,0.125,r
berlin_000144_000019_leftImg8bit.png,1050,355,0.25,r
berlin_000144_000019_leftImg8bit.png,1051,449,0.125,r
berlin_000144_000019_leftImg8bit.png,790,12,0.125,g
berlin_000144_000019_leftImg8bit.png,798,210,0.25,g
berlin_000144_000019_leftImg8bit.png,1019,448,0.125,g
berlin_000145_000019_leftImg8bit.png,775,68,0.25,g
berlin_000145_000019_leftImg8bit.png,742,22,0.125,g
berlin_000145_000019_leftImg8bit.png,791,47,0.125,g
berlin_000145_000019_leftImg8bit.png,1239,2,0.125,g
berlin_000145_000019_leftImg8bit.png,204,403,0.125,g
berlin_000145_000019_leftImg8bit.png,1047,62,0.125,g
berlin_000145_000019_leftImg8bit.png,725,76,0.125,g
berlin_000145_000019_leftImg8bit.png,763,150,0.125,g
berlin_000145_000019_leftImg8bit.png,661,20,0.125,g
berlin_000146_000019_leftImg8bit.png,594,183,0.125,g
berlin_000146_000019_leftImg8bit.png,476,115,0.125,g
berlin_000147_000019_leftImg8bit.png,1580,163,1,r
berlin_000147_000019_leftImg8bit.png,728,442,0.25,r
berlin_000147_000019_leftImg8bit.png,948,285,0.25,r
berlin_000147_000019_leftImg8bit.png,180,417,0.5,g
berlin_000147_000019_leftImg8bit.png,23,271,0.5,g
berlin_000147_000019_leftImg8bit.png,454,114,0.125,g
berlin_000147_000019_leftImg8bit.png,480,22,0.125,g
berlin_000148_000019_leftImg8bit.png,1168,468,0.25,r
berlin_000148_000019_leftImg8bit.png,1182,473,0.25,r
berlin_000148_000019_leftImg8bit.png,1319,452,0.125,g
berlin_000148_000019_leftImg8bit.png,984,456,0.125,g
berlin_000148_000019_leftImg8bit.png,1022,240,0.125,g
berlin_000148_000019_leftImg8bit.png,1344,196,0.25,g
berlin_000148_000019_leftImg8bit.png,1462,22,0.125,g
berlin_000149_000019_leftImg8bit.png,754,387,0.25,r
berlin_000149_000019_leftImg8bit.png,860,372,0.25,r
berlin_000149_000019_leftImg8bit.png,1285,372,0.25,r
berlin_000149_000019_leftImg8bit.png,1069,475,0.5,r
berlin_000149_000019_leftImg8bit.png,1431,383,0.25,r
berlin_000149_000019_leftImg8bit.png,1017,246,0.125,r
berlin_000149_000019_leftImg8bit.png,1361,2,0.125,g
berlin_000149_000019_leftImg8bit.png,1110,435,0.125,g
berlin_000149_000019_leftImg8bit.png,314,451,0.125,g
berlin_000150_000019_leftImg8bit.png,1147,71,0.25,r
berlin_000150_000019_leftImg8bit.png,1032,428,0.25,r
berlin_000150_000019_leftImg8bit.png,1172,12,0.25,r
berlin_000150_000019_leftImg8bit.png,1182,43,0.25,r
berlin_000150_000019_leftImg8bit.png,1100,414,0.25,g
berlin_000150_000019_leftImg8bit.png,1168,9,0.125,g
berlin_000151_000019_leftImg8bit.png,1039,441,0.125,r
berlin_000152_000019_leftImg8bit.png,955,470,0.5,g
berlin_000152_000019_leftImg8bit.png,1256,389,0.125,g
berlin_000153_000019_leftImg8bit.png,317,268,0.5,r
berlin_000153_000019_leftImg8bit.png,1011,38,0.5,r
berlin_000153_000019_leftImg8bit.png,805,452,0.5,r
berlin_000153_000019_leftImg8bit.png,1295,263,0.5,r
berlin_000153_000019_leftImg8bit.png,652,458,0.5,r
berlin_000153_000019_leftImg8bit.png,1128,424,0.125,r
berlin_000153_000019_leftImg8bit.png,276,71,0.125,g
berlin_000153_000019_leftImg8bit.png,532,183,0.125,g
berlin_000153_000019_leftImg8bit.png,742,68,0.25,g
berlin_000153_000019_leftImg8bit.png,496,466,0.125,g
berlin_000153_000019_leftImg8bit.png,292,67,0.25,g
berlin_000153_000019_leftImg8bit.png,1174,423,0.125,g
berlin_000153_000019_leftImg8bit.png,3,188,0.125,g
berlin_000154_000019_leftImg8bit.png,1268,180,0.125,g
berlin_000154_000019_leftImg8bit.png,1305,25,0.25,g
berlin_000154_000019_leftImg8bit.png,1187,89,0.25,g
berlin_000154_000019_leftImg8bit.png,1331,10,0.25,g
berlin_000154_000019_leftImg8bit.png,1237,105,0.25,g
berlin_000154_000019_leftImg8bit.png,1198,58,0.125,g
berlin_000154_000019_leftImg8bit.png,1178,35,0.125,g
berlin_000154_000019_leftImg8bit.png,1124,63,0.125,g
berlin_000154_000019_leftImg8bit.png,1492,30,0.125,g
berlin_000154_000019_leftImg8bit.png,1289,179,0.125,g
berlin_000154_000019_leftImg8bit.png,1190,54,0.125,g
berlin_000154_000019_leftImg8bit.png,1344,5,0.125,g
berlin_000154_000019_leftImg8bit.png,1259,20,0.125,g
berlin_000154_000019_leftImg8bit.png,1243,118,0.125,g
berlin_000154_000019_leftImg8bit.png,1300,68,0.125,g
berlin_000154_000019_leftImg8bit.png,1343,117,0.125,g
berlin_000155_000019_leftImg8bit.png,87,268,0.25,r
berlin_000155_000019_leftImg8bit.png,1625,180,0.25,g
berlin_000155_000019_leftImg8bit.png,959,254,0.25,g
berlin_000155_000019_leftImg8bit.png,1941,153,0.125,g
berlin_000155_000019_leftImg8bit.png,1165,208,0.125,g
berlin_000155_000019_leftImg8bit.png,1114,133,0.125,g
berlin_000155_000019_leftImg8bit.png,1168,160,0.125,g
berlin_000155_000019_leftImg8bit.png,1134,157,0.125,g
berlin_000156_000019_leftImg8bit.png,1636,96,0.25,g
berlin_000156_000019_leftImg8bit.png,1626,166,0.25,g
berlin_000156_000019_leftImg8bit.png,1490,125,0.25,g
berlin_000156_000019_leftImg8bit.png,1571,193,0.125,g
berlin_000156_000019_leftImg8bit.png,1437,14,0.25,g
berlin_000156_000019_leftImg8bit.png,1543,184,0.25,g
berlin_000156_000019_leftImg8bit.png,1452,173,0.25,g
berlin_000156_000019_leftImg8bit.png,1481,148,0.125,g
berlin_000156_000019_leftImg8bit.png,1480,15,0.125,g
berlin_000156_000019_leftImg8bit.png,495,227,0.125,g
berlin_000157_000019_leftImg8bit.png,1212,56,0.125,r
berlin_000157_000019_leftImg8bit.png,994,408,0.25,g
berlin_000157_000019_leftImg8bit.png,1961,13,0.125,g
berlin_000157_000019_leftImg8bit.png,828,458,0.125,g
berlin_000157_000019_leftImg8bit.png,1145,448,0.125,g
berlin_000158_000019_leftImg8bit.png,70,22,0.5,g
berlin_000158_000019_leftImg8bit.png,665,437,0.25,g
berlin_000158_000019_leftImg8bit.png,125,125,0.125,g
berlin_000158_000019_leftImg8bit.png,951,7,0.125,g
berlin_000158_000019_leftImg8bit.png,809,62,0.5,g
berlin_000158_000019_leftImg8bit.png,81,22,0.25,g
berlin_000158_000019_leftImg8bit.png,161,162,0.125,g
