seq,is_true,is_ignore,path,x0,x1,y0,y1,col
8,FALSE,FALSE,berlin_000207_000019_leftImg8bit_rF_2318.png,771,803,414,510,r
9,FALSE,FALSE,berlin_000207_000019_leftImg8bit_rF_2319.png,868,900,405,501,r
10,FALSE,FALSE,berlin_000207_000019_leftImg8bit_rF_2320.png,1113,1145,403,499,r
11,FALSE,FALSE,berlin_000207_000019_leftImg8bit_rF_2321.png,1077,1109,404,500,r
12,FALSE,FALSE,berlin_000207_000019_leftImg8bit_rF_2322.png,978,1010,405,501,r
13,FALSE,FALSE,berlin_000207_000019_leftImg8bit_rF_2323.png,843,875,407,503,r
14,FALSE,FALSE,berlin_000207_000019_leftImg8bit_rF_2324.png,964,996,409,505,r
15,FALSE,FALSE,berlin_000207_000019_leftImg8bit_gF_2325.png,601,633,157,253,g
16,FALSE,FALSE,berlin_000207_000019_leftImg8bit_gF_2326.png,718,750,385,481,g
17,FALSE,FALSE,berlin_000207_000019_leftImg8bit_gF_2327.png,1149,1181,366,462,g
0,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2328.png,1204,1236,421,517,r
1,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2329.png,1373,1405,454,550,r
2,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2330.png,1351,1383,436,532,r
3,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2331.png,1683,1715,467,563,r
4,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2332.png,583,615,412,508,r
5,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2333.png,714,746,418,514,r
6,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2334.png,1225,1257,194,290,r
7,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2335.png,149,181,427,523,r
8,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2336.png,335,367,408,504,r
9,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2337.png,1684,1716,447,543,r
10,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2338.png,1117,1149,366,462,r
11,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2339.png,1093,1125,431,527,r
12,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2340.png,821,853,417,513,r
13,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2341.png,898,930,416,512,r
14,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2342.png,1003,1035,240,336,r
15,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2343.png,147,179,408,504,r
16,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2344.png,1260,1292,430,526,r
17,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2345.png,802,834,409,505,r
18,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2346.png,938,970,393,489,r
19,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2347.png,682,714,417,513,r
20,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2348.png,1168,1200,393,489,r
21,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2349.png,1140,1172,393,489,r
22,FALSE,FALSE,berlin_000208_000019_leftImg8bit_rF_2350.png,1150,1182,392,488,r
23,FALSE,FALSE,berlin_000208_000019_leftImg8bit_gF_2351.png,692,724,278,374,g
24,FALSE,FALSE,berlin_000208_000019_leftImg8bit_gF_2352.png,951,983,361,457,g
0,FALSE,FALSE,berlin_000209_000019_leftImg8bit_rF_2353.png,1382,1414,442,538,r
1,FALSE,FALSE,berlin_000209_000019_leftImg8bit_rF_2354.png,1162,1194,429,525,r
2,FALSE,FALSE,berlin_000209_000019_leftImg8bit_rF_2355.png,1279,1311,442,538,r
3,FALSE,FALSE,berlin_000209_000019_leftImg8bit_rF_2356.png,1230,1262,429,525,r
4,FALSE,FALSE,berlin_000209_000019_leftImg8bit_rF_2357.png,1239,1271,432,528,r
5,FALSE,FALSE,berlin_000209_000019_leftImg8bit_gF_2358.png,807,839,420,516,g
0,FALSE,FALSE,berlin_000210_000019_leftImg8bit_rF_2359.png,314,346,416,512,r
1,FALSE,FALSE,berlin_000210_000019_leftImg8bit_rF_2360.png,1880,1912,282,378,r
2,FALSE,FALSE,berlin_000210_000019_leftImg8bit_rF_2361.png,528,560,434,530,r
3,FALSE,FALSE,berlin_000210_000019_leftImg8bit_rF_2362.png,1157,1189,433,529,r
4,FALSE,FALSE,berlin_000210_000019_leftImg8bit_rF_2363.png,771,803,432,528,r
5,FALSE,FALSE,berlin_000210_000019_leftImg8bit_rF_2364.png,1881,1913,266,362,r
6,FALSE,FALSE,berlin_000210_000019_leftImg8bit_rF_2365.png,262,294,401,497,r
7,FALSE,FALSE,berlin_000210_000019_leftImg8bit_rF_2366.png,887,919,466,562,r
8,FALSE,FALSE,berlin_000210_000019_leftImg8bit_rF_2367.png,1139,1171,11,107,r
9,FALSE,FALSE,berlin_000210_000019_leftImg8bit_rF_2368.png,445,477,354,450,r
10,FALSE,FALSE,berlin_000210_000019_leftImg8bit_rF_2369.png,774,806,418,514,r
11,FALSE,FALSE,berlin_000210_000019_leftImg8bit_rF_2370.png,814,846,423,519,r
12,FALSE,FALSE,berlin_000210_000019_leftImg8bit_rF_2371.png,1811,1843,-30,66,r
13,FALSE,FALSE,berlin_000210_000019_leftImg8bit_gF_2372.png,535,567,380,476,g
14,FALSE,FALSE,berlin_000210_000019_leftImg8bit_gF_2373.png,1473,1505,282,378,g
15,FALSE,FALSE,berlin_000210_000019_leftImg8bit_gF_2374.png,1199,1231,-40,56,g
16,FALSE,FALSE,berlin_000210_000019_leftImg8bit_gF_2375.png,1370,1402,134,230,g
17,FALSE,FALSE,berlin_000210_000019_leftImg8bit_gF_2376.png,1282,1314,-54,42,g
0,FALSE,FALSE,berlin_000211_000019_leftImg8bit_rF_2377.png,1223,1255,453,549,r
1,FALSE,FALSE,berlin_000211_000019_leftImg8bit_rF_2378.png,967,999,422,518,r
2,FALSE,FALSE,berlin_000211_000019_leftImg8bit_rF_2379.png,894,926,423,519,r
3,FALSE,FALSE,berlin_000211_000019_leftImg8bit_rF_2380.png,1272,1304,467,563,r
4,FALSE,FALSE,berlin_000211_000019_leftImg8bit_gF_2381.png,1071,1103,29,125,g
5,FALSE,FALSE,berlin_000211_000019_leftImg8bit_gF_2382.png,1219,1251,-7,89,g
6,FALSE,FALSE,berlin_000211_000019_leftImg8bit_gF_2383.png,1278,1310,437,533,g
7,FALSE,FALSE,berlin_000211_000019_leftImg8bit_gF_2384.png,538,570,436,532,g
8,FALSE,FALSE,berlin_000211_000019_leftImg8bit_gF_2385.png,908,940,103,199,g
0,FALSE,FALSE,berlin_000212_000019_leftImg8bit_gF_2386.png,286,318,33,129,g
0,FALSE,FALSE,berlin_000213_000019_leftImg8bit_rF_2387.png,1135,1167,276,372,r
1,FALSE,FALSE,berlin_000213_000019_leftImg8bit_rF_2388.png,1285,1317,436,532,r
2,FALSE,FALSE,berlin_000213_000019_leftImg8bit_rF_2389.png,1037,1069,417,513,r
0,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2390.png,382,414,77,173,g
1,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2391.png,1000,1032,87,183,g
2,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2392.png,341,373,116,212,g
3,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2393.png,1001,1033,50,146,g
4,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2394.png,1086,1118,1,97,g
5,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2395.png,1271,1303,-5,91,g
6,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2396.png,1014,1046,107,203,g
7,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2397.png,1084,1116,-51,45,g
8,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2398.png,994,1026,113,209,g
9,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2399.png,947,979,74,170,g
10,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2400.png,1116,1148,4,100,g
11,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2401.png,1191,1223,-13,83,g
12,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2402.png,1106,1138,-28,68,g
13,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2403.png,985,1017,71,167,g
14,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2404.png,1083,1115,12,108,g
15,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2405.png,1168,1200,17,113,g
16,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2406.png,1160,1192,-11,85,g
17,FALSE,FALSE,berlin_000215_000019_leftImg8bit_gF_2407.png,1138,1170,48,144,g
0,FALSE,FALSE,berlin_000216_000019_leftImg8bit_gF_2408.png,1159,1191,-45,51,g
0,FALSE,FALSE,berlin_000217_000019_leftImg8bit_rF_2409.png,838,870,29,125,r
1,FALSE,FALSE,berlin_000217_000019_leftImg8bit_gF_2410.png,1481,1513,377,473,g
2,FALSE,FALSE,berlin_000217_000019_leftImg8bit_gF_2411.png,1411,1443,178,274,g
3,FALSE,FALSE,berlin_000217_000019_leftImg8bit_gF_2412.png,1079,1111,-47,49,g
4,FALSE,FALSE,berlin_000217_000019_leftImg8bit_gF_2413.png,1053,1085,78,174,g
5,FALSE,FALSE,berlin_000217_000019_leftImg8bit_gF_2414.png,1019,1051,61,157,g
0,FALSE,FALSE,berlin_000218_000019_leftImg8bit_gF_2415.png,1087,1119,-38,58,g
0,FALSE,FALSE,berlin_000219_000019_leftImg8bit_rF_2416.png,770,802,51,147,r
1,FALSE,FALSE,berlin_000219_000019_leftImg8bit_rF_2417.png,752,784,-10,86,r
2,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2418.png,702,734,-35,61,g
3,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2419.png,879,911,-38,58,g
4,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2420.png,847,879,2,98,g
5,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2421.png,441,473,91,187,g
6,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2422.png,857,889,38,134,g
7,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2423.png,723,755,-29,67,g
8,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2424.png,986,1018,63,159,g
9,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2425.png,753,785,98,194,g
10,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2426.png,16,48,21,117,g
11,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2427.png,1063,1095,48,144,g
12,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2428.png,918,950,-23,73,g
13,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2429.png,656,688,15,111,g
14,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2430.png,730,762,-2,94,g
15,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2431.png,421,453,-55,41,g
16,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2432.png,69,101,-21,75,g
17,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2433.png,829,861,11,107,g
18,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2434.png,833,865,-48,48,g
19,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2435.png,681,713,-20,76,g
20,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2436.png,868,900,26,122,g
21,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2437.png,694,726,-35,61,g
22,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2438.png,66,98,-5,91,g
23,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2439.png,2,34,-31,65,g
24,FALSE,FALSE,berlin_000219_000019_leftImg8bit_gF_2440.png,818,850,74,170,g
0,FALSE,FALSE,berlin_000220_000019_leftImg8bit_gF_2441.png,782,814,368,464,g
1,FALSE,FALSE,berlin_000220_000019_leftImg8bit_gF_2442.png,480,512,180,276,g
2,FALSE,FALSE,berlin_000220_000019_leftImg8bit_gF_2443.png,953,985,-11,85,g
3,FALSE,FALSE,berlin_000220_000019_leftImg8bit_gF_2444.png,1013,1045,93,189,g
4,FALSE,FALSE,berlin_000220_000019_leftImg8bit_gF_2445.png,1033,1065,-4,92,g
0,FALSE,FALSE,berlin_000221_000019_leftImg8bit_gF_2446.png,548,580,-43,53,g
1,FALSE,FALSE,berlin_000221_000019_leftImg8bit_gF_2447.png,1741,1773,-2,94,g
2,FALSE,FALSE,berlin_000221_000019_leftImg8bit_gF_2448.png,1800,1832,12,108,g
0,FALSE,FALSE,berlin_000222_000019_leftImg8bit_rF_2449.png,775,807,421,517,r
1,FALSE,FALSE,berlin_000222_000019_leftImg8bit_rF_2450.png,608,640,427,523,r
2,FALSE,FALSE,berlin_000222_000019_leftImg8bit_rF_2451.png,261,293,474,570,r
3,FALSE,FALSE,berlin_000222_000019_leftImg8bit_rF_2452.png,971,1003,212,308,r
4,FALSE,FALSE,berlin_000222_000019_leftImg8bit_gF_2453.png,1160,1192,317,413,g
5,FALSE,FALSE,berlin_000222_000019_leftImg8bit_gF_2454.png,1427,1459,-50,46,g
6,FALSE,FALSE,berlin_000222_000019_leftImg8bit_gF_2455.png,480,512,419,515,g
7,FALSE,FALSE,berlin_000222_000019_leftImg8bit_gF_2456.png,1042,1074,113,209,g
8,FALSE,FALSE,berlin_000222_000019_leftImg8bit_gF_2457.png,1189,1221,-19,77,g
9,FALSE,FALSE,berlin_000222_000019_leftImg8bit_gF_2458.png,1137,1169,74,170,g
10,FALSE,FALSE,berlin_000222_000019_leftImg8bit_gF_2459.png,677,709,-40,56,g
11,FALSE,FALSE,berlin_000222_000019_leftImg8bit_gF_2460.png,1209,1241,-40,56,g
0,FALSE,FALSE,berlin_000223_000019_leftImg8bit_rF_2461.png,1254,1286,230,326,r
1,FALSE,FALSE,berlin_000223_000019_leftImg8bit_rF_2462.png,910,942,230,326,r
2,FALSE,FALSE,berlin_000223_000019_leftImg8bit_rF_2463.png,1012,1044,415,511,r
3,FALSE,FALSE,berlin_000223_000019_leftImg8bit_rF_2464.png,972,1004,417,513,r
4,FALSE,FALSE,berlin_000223_000019_leftImg8bit_rF_2465.png,1028,1060,415,511,r
5,FALSE,FALSE,berlin_000223_000019_leftImg8bit_gF_2466.png,568,600,432,528,g
6,FALSE,FALSE,berlin_000223_000019_leftImg8bit_gF_2467.png,894,926,52,148,g
7,FALSE,FALSE,berlin_000223_000019_leftImg8bit_gF_2468.png,1157,1189,379,475,g
0,FALSE,FALSE,berlin_000224_000019_leftImg8bit_rF_2469.png,747,779,434,530,r
1,FALSE,FALSE,berlin_000224_000019_leftImg8bit_rF_2470.png,985,1017,407,503,r
2,FALSE,FALSE,berlin_000224_000019_leftImg8bit_gF_2471.png,1034,1066,398,494,g
3,FALSE,FALSE,berlin_000224_000019_leftImg8bit_gF_2472.png,1180,1212,217,313,g
4,FALSE,FALSE,berlin_000224_000019_leftImg8bit_gF_2473.png,1708,1740,327,423,g
5,FALSE,FALSE,berlin_000224_000019_leftImg8bit_gF_2474.png,1712,1744,348,444,g
0,FALSE,FALSE,berlin_000225_000019_leftImg8bit_gF_2475.png,805,837,401,497,g
0,FALSE,FALSE,berlin_000226_000019_leftImg8bit_rF_2476.png,819,851,251,347,r
1,FALSE,FALSE,berlin_000226_000019_leftImg8bit_rF_2477.png,870,902,412,508,r
2,FALSE,FALSE,berlin_000226_000019_leftImg8bit_gF_2478.png,925,957,365,461,g
0,FALSE,FALSE,berlin_000227_000019_leftImg8bit_rF_2479.png,577,609,439,535,r
1,FALSE,FALSE,berlin_000227_000019_leftImg8bit_gF_2480.png,684,716,397,493,g
2,FALSE,FALSE,berlin_000227_000019_leftImg8bit_gF_2481.png,444,476,407,503,g
0,FALSE,FALSE,berlin_000228_000019_leftImg8bit_rF_2482.png,28,60,470,566,r
1,FALSE,FALSE,berlin_000228_000019_leftImg8bit_rF_2483.png,33,65,450,546,r
2,FALSE,FALSE,berlin_000228_000019_leftImg8bit_rF_2484.png,117,149,447,543,r
0,FALSE,FALSE,berlin_000230_000019_leftImg8bit_gF_2485.png,1122,1154,139,235,g
1,FALSE,FALSE,berlin_000230_000019_leftImg8bit_gF_2486.png,674,706,-52,44,g
2,FALSE,FALSE,berlin_000230_000019_leftImg8bit_gF_2487.png,665,697,-48,48,g
0,FALSE,FALSE,berlin_000231_000019_leftImg8bit_rF_2488.png,321,353,473,569,r
1,FALSE,FALSE,berlin_000231_000019_leftImg8bit_gF_2489.png,1130,1162,8,104,g
0,FALSE,FALSE,berlin_000232_000019_leftImg8bit_gF_2490.png,1573,1605,427,523,g
1,FALSE,FALSE,berlin_000232_000019_leftImg8bit_gF_2491.png,1012,1044,106,202,g
0,FALSE,FALSE,berlin_000233_000019_leftImg8bit_gF_2492.png,1194,1226,209,305,g
1,FALSE,FALSE,berlin_000233_000019_leftImg8bit_gF_2493.png,839,871,337,433,g
2,FALSE,FALSE,berlin_000233_000019_leftImg8bit_gF_2494.png,688,720,-15,81,g
3,FALSE,FALSE,berlin_000233_000019_leftImg8bit_gF_2495.png,918,950,133,229,g
0,FALSE,FALSE,berlin_000234_000019_leftImg8bit_rF_2496.png,1216,1248,344,440,r
0,FALSE,FALSE,berlin_000236_000019_leftImg8bit_rF_2497.png,919,951,449,545,r
1,FALSE,FALSE,berlin_000236_000019_leftImg8bit_rF_2498.png,1274,1306,454,550,r
0,FALSE,FALSE,berlin_000237_000019_leftImg8bit_rF_2499.png,1441,1473,449,545,r
1,FALSE,FALSE,berlin_000237_000019_leftImg8bit_rF_2500.png,1249,1281,405,501,r
2,FALSE,FALSE,berlin_000237_000019_leftImg8bit_gF_2501.png,825,857,-53,43,g
0,FALSE,FALSE,berlin_000238_000019_leftImg8bit_gF_2502.png,2028,2060,290,386,g
0,FALSE,FALSE,berlin_000240_000019_leftImg8bit_rF_2503.png,922,954,431,527,r
1,FALSE,FALSE,berlin_000240_000019_leftImg8bit_rF_2504.png,1025,1057,434,530,r
2,FALSE,FALSE,berlin_000240_000019_leftImg8bit_rF_2505.png,953,985,411,507,r
3,FALSE,FALSE,berlin_000240_000019_leftImg8bit_gF_2506.png,1010,1042,-16,80,g
4,FALSE,FALSE,berlin_000240_000019_leftImg8bit_gF_2507.png,970,1002,65,161,g
5,FALSE,FALSE,berlin_000240_000019_leftImg8bit_gF_2508.png,1024,1056,-8,88,g
0,FALSE,FALSE,berlin_000241_000019_leftImg8bit_rF_2509.png,964,996,408,504,r
1,FALSE,FALSE,berlin_000241_000019_leftImg8bit_rF_2510.png,792,824,347,443,r
2,FALSE,FALSE,berlin_000241_000019_leftImg8bit_rF_2511.png,1003,1035,407,503,r
3,FALSE,FALSE,berlin_000241_000019_leftImg8bit_gF_2512.png,936,968,43,139,g
0,FALSE,FALSE,berlin_000242_000019_leftImg8bit_gF_2513.png,904,936,-53,43,g
0,FALSE,FALSE,berlin_000244_000019_leftImg8bit_rF_2514.png,939,971,404,500,r
1,FALSE,FALSE,berlin_000244_000019_leftImg8bit_gF_2515.png,1365,1397,408,504,g
2,FALSE,FALSE,berlin_000244_000019_leftImg8bit_gF_2516.png,918,950,373,469,g
3,FALSE,FALSE,berlin_000244_000019_leftImg8bit_gF_2517.png,770,802,395,491,g
0,FALSE,FALSE,berlin_000245_000019_leftImg8bit_rF_2518.png,1145,1177,387,483,r
0,FALSE,FALSE,berlin_000246_000019_leftImg8bit_rF_2519.png,853,885,400,496,r
0,FALSE,FALSE,berlin_000247_000019_leftImg8bit_rF_2520.png,1770,1802,470,566,r
1,FALSE,FALSE,berlin_000247_000019_leftImg8bit_rF_2521.png,926,958,409,505,r
2,FALSE,FALSE,berlin_000247_000019_leftImg8bit_rF_2522.png,1607,1639,350,446,r
3,FALSE,FALSE,berlin_000247_000019_leftImg8bit_rF_2523.png,875,907,411,507,r
0,FALSE,FALSE,berlin_000248_000019_leftImg8bit_rF_2524.png,1008,1040,434,530,r
1,FALSE,FALSE,berlin_000248_000019_leftImg8bit_gF_2525.png,1180,1212,152,248,g
0,FALSE,FALSE,berlin_000249_000019_leftImg8bit_rF_2526.png,850,882,455,551,r
0,FALSE,FALSE,berlin_000250_000019_leftImg8bit_gF_2527.png,1264,1296,326,422,g
1,FALSE,FALSE,berlin_000250_000019_leftImg8bit_gF_2528.png,1197,1229,344,440,g
0,FALSE,FALSE,berlin_000252_000019_leftImg8bit_gF_2529.png,980,1012,124,220,g
1,FALSE,FALSE,berlin_000252_000019_leftImg8bit_gF_2530.png,1150,1182,-59,37,g
2,FALSE,FALSE,berlin_000252_000019_leftImg8bit_gF_2531.png,674,706,435,531,g
3,FALSE,FALSE,berlin_000252_000019_leftImg8bit_gF_2532.png,1306,1338,72,168,g
4,FALSE,FALSE,berlin_000252_000019_leftImg8bit_gF_2533.png,1250,1282,136,232,g
5,FALSE,FALSE,berlin_000252_000019_leftImg8bit_gF_2534.png,1193,1225,150,246,g
0,FALSE,FALSE,berlin_000254_000019_leftImg8bit_rF_2535.png,1675,1707,214,310,r
1,FALSE,FALSE,berlin_000254_000019_leftImg8bit_rF_2536.png,1691,1723,210,306,r
2,FALSE,FALSE,berlin_000254_000019_leftImg8bit_rF_2537.png,1709,1741,204,300,r
3,FALSE,FALSE,berlin_000254_000019_leftImg8bit_rF_2538.png,1601,1633,235,331,r
4,FALSE,FALSE,berlin_000254_000019_leftImg8bit_rF_2539.png,1728,1760,199,295,r
5,FALSE,FALSE,berlin_000254_000019_leftImg8bit_rF_2540.png,1629,1661,228,324,r
6,FALSE,FALSE,berlin_000254_000019_leftImg8bit_rF_2541.png,1644,1676,224,320,r
7,FALSE,FALSE,berlin_000254_000019_leftImg8bit_rF_2542.png,1658,1690,219,315,r
8,FALSE,FALSE,berlin_000254_000019_leftImg8bit_rF_2543.png,1590,1622,238,334,r
9,FALSE,FALSE,berlin_000254_000019_leftImg8bit_rF_2544.png,1615,1647,231,327,r
10,FALSE,FALSE,berlin_000254_000019_leftImg8bit_rF_2545.png,1430,1462,296,392,r
0,FALSE,FALSE,berlin_000257_000019_leftImg8bit_gF_2546.png,1264,1296,97,193,g
1,FALSE,FALSE,berlin_000257_000019_leftImg8bit_gF_2547.png,1252,1284,405,501,g
2,FALSE,FALSE,berlin_000257_000019_leftImg8bit_gF_2548.png,1262,1294,402,498,g
3,FALSE,FALSE,berlin_000257_000019_leftImg8bit_gF_2549.png,773,805,-30,66,g
4,FALSE,FALSE,berlin_000257_000019_leftImg8bit_gF_2550.png,1550,1582,336,432,g
5,FALSE,FALSE,berlin_000257_000019_leftImg8bit_gF_2551.png,154,186,375,471,g
0,FALSE,FALSE,berlin_000258_000019_leftImg8bit_rF_2552.png,1229,1261,359,455,r
1,FALSE,FALSE,berlin_000258_000019_leftImg8bit_rF_2553.png,1017,1049,408,504,r
2,FALSE,FALSE,berlin_000258_000019_leftImg8bit_gF_2554.png,762,794,-32,64,g
3,FALSE,FALSE,berlin_000258_000019_leftImg8bit_gF_2555.png,922,954,380,476,g
0,FALSE,FALSE,berlin_000259_000019_leftImg8bit_rF_2556.png,496,528,469,565,r
1,FALSE,FALSE,berlin_000259_000019_leftImg8bit_rF_2557.png,363,395,473,569,r
0,FALSE,FALSE,berlin_000260_000019_leftImg8bit_rF_2558.png,1040,1072,404,500,r
1,FALSE,FALSE,berlin_000260_000019_leftImg8bit_rF_2559.png,1013,1045,226,322,r
2,FALSE,FALSE,berlin_000260_000019_leftImg8bit_gF_2560.png,1011,1043,133,229,g
3,FALSE,FALSE,berlin_000260_000019_leftImg8bit_gF_2561.png,1875,1907,-2,94,g
4,FALSE,FALSE,berlin_000260_000019_leftImg8bit_gF_2562.png,1488,1520,-60,36,g
5,FALSE,FALSE,berlin_000260_000019_leftImg8bit_gF_2563.png,1566,1598,9,105,g
6,FALSE,FALSE,berlin_000260_000019_leftImg8bit_gF_2564.png,809,841,351,447,g
7,FALSE,FALSE,berlin_000260_000019_leftImg8bit_gF_2565.png,1630,1662,-32,64,g
8,FALSE,FALSE,berlin_000260_000019_leftImg8bit_gF_2566.png,1626,1658,-22,74,g
9,FALSE,FALSE,berlin_000260_000019_leftImg8bit_gF_2567.png,1741,1773,3,99,g
10,FALSE,FALSE,berlin_000260_000019_leftImg8bit_gF_2568.png,1580,1612,28,124,g
11,FALSE,FALSE,berlin_000260_000019_leftImg8bit_gF_2569.png,1621,1653,-51,45,g
12,FALSE,FALSE,berlin_000260_000019_leftImg8bit_gF_2570.png,1573,1605,9,105,g
0,FALSE,FALSE,berlin_000261_000019_leftImg8bit_rF_2571.png,965,997,408,504,r
1,FALSE,FALSE,berlin_000261_000019_leftImg8bit_gF_2572.png,990,1022,361,457,g
0,FALSE,FALSE,berlin_000262_000019_leftImg8bit_rF_2573.png,621,653,447,543,r
1,FALSE,FALSE,berlin_000262_000019_leftImg8bit_gF_2574.png,1981,2013,353,449,g
2,FALSE,FALSE,berlin_000262_000019_leftImg8bit_gF_2575.png,797,829,390,486,g
0,FALSE,FALSE,berlin_000263_000019_leftImg8bit_gF_2576.png,1332,1364,253,349,g
0,FALSE,FALSE,berlin_000264_000019_leftImg8bit_gF_2577.png,993,1025,-26,70,g
1,FALSE,FALSE,berlin_000264_000019_leftImg8bit_gF_2578.png,936,968,-59,37,g
2,FALSE,FALSE,berlin_000264_000019_leftImg8bit_gF_2579.png,959,991,-14,82,g
3,FALSE,FALSE,berlin_000264_000019_leftImg8bit_gF_2580.png,921,953,62,158,g
0,FALSE,FALSE,berlin_000265_000019_leftImg8bit_gF_2581.png,1482,1514,384,480,g
1,FALSE,FALSE,berlin_000265_000019_leftImg8bit_gF_2582.png,871,903,340,436,g
0,FALSE,FALSE,berlin_000266_000019_leftImg8bit_rF_2583.png,1587,1619,263,359,r
1,FALSE,FALSE,berlin_000266_000019_leftImg8bit_gF_2584.png,1198,1230,69,165,g
2,FALSE,FALSE,berlin_000266_000019_leftImg8bit_gF_2585.png,1264,1296,-26,70,g
0,FALSE,FALSE,berlin_000267_000019_leftImg8bit_rF_2586.png,484,516,416,512,r
1,FALSE,FALSE,berlin_000267_000019_leftImg8bit_rF_2587.png,766,798,410,506,r
2,FALSE,FALSE,berlin_000267_000019_leftImg8bit_rF_2588.png,531,563,416,512,r
3,FALSE,FALSE,berlin_000267_000019_leftImg8bit_rF_2589.png,798,830,410,506,r
4,FALSE,FALSE,berlin_000267_000019_leftImg8bit_gF_2590.png,1460,1492,202,298,g
5,FALSE,FALSE,berlin_000267_000019_leftImg8bit_gF_2591.png,897,929,370,466,g
6,FALSE,FALSE,berlin_000267_000019_leftImg8bit_gF_2592.png,1480,1512,5,101,g
7,FALSE,FALSE,berlin_000267_000019_leftImg8bit_gF_2593.png,728,760,-39,57,g
0,FALSE,FALSE,berlin_000268_000019_leftImg8bit_gF_2594.png,1578,1610,378,474,g
1,FALSE,FALSE,berlin_000268_000019_leftImg8bit_gF_2595.png,586,618,60,156,g
2,FALSE,FALSE,berlin_000268_000019_leftImg8bit_gF_2596.png,1079,1111,-9,87,g
0,FALSE,FALSE,berlin_000269_000019_leftImg8bit_gF_2597.png,1110,1142,30,126,g
0,FALSE,FALSE,berlin_000270_000019_leftImg8bit_rF_2598.png,721,753,416,512,r
1,FALSE,FALSE,berlin_000270_000019_leftImg8bit_rF_2599.png,819,851,399,495,r
0,FALSE,FALSE,berlin_000271_000019_leftImg8bit_rF_2600.png,240,272,443,539,r
